instance_uid,foliage_actor,component_index,component_name,mesh_name,mesh_path,instance_index,x_cm,y_cm,z_cm,x_m,y_m,z_m,pitch_deg,yaw_deg,roll_deg,scale_x,scale_y,scale_z,ndvi_class,NDVI
InstancedFoliageActor|2|2131,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2131,-5458.288574,22267.78906,254.6603241,-54.58288574,222.6778906,2.546603241,0.593979716,-148.77388,2.24E-06,1,1,1,GRASS_TREE,0.589954
InstancedFoliageActor|2|2132,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2132,-5377.127441,22599.58008,308.8538619,-53.77127441,225.9958008,3.088538619,9.064572334,-119.8876038,1.28E-06,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.691939
InstancedFoliageActor|2|2133,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2133,-5205.845703,22200.24219,280.3461914,-52.05845703,222.0024219,2.803461914,5.57057333,55.08515167,-1.17E-05,1,1,1,GRASS_TREE,0.617696
InstancedFoliageActor|2|2134,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2134,-5136.969727,22059.80859,282.231842,-51.36969727,220.5980859,2.82231842,8.455916405,145.6060486,-3.59E-05,1,1,1,GRASS_TREE,0.541031
InstancedFoliageActor|2|2135,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2135,-5134.306641,21114.20898,225.1974182,-51.34306641,211.1420898,2.251974182,3.625595808,-55.59064484,1.12E-05,1,1,1,GRASS_TREE,0.476160
InstancedFoliageActor|2|2136,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2136,-5120.883789,22519.91602,326.5918274,-51.20883789,225.1991602,3.265918274,7.828798294,130.5211945,-4.70E-06,1.059999943,1.059999943,1.059999943,GRASS_TREE,0.422037
InstancedFoliageActor|2|2137,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2137,-4992.243164,21384.80273,253.9207611,-49.92243164,213.8480273,2.539207611,9.354670525,-141.7569275,-6.83E-06,1,1,1,GRASS_TREE,0.854314
InstancedFoliageActor|2|2138,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2138,-4939.570313,22831.01953,343.9736023,-49.39570313,228.3101953,3.439736023,5.264385223,162.3958435,-2.01E-05,1,1,1,GRASS_TREE,0.729556
InstancedFoliageActor|2|2139,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2139,-4894.032715,22107.2793,339.0062256,-48.94032715,221.072793,3.390062256,5.101500034,-170.4830322,1.97E-05,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.759244
InstancedFoliageActor|2|2140,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2140,-4882.266602,21411.31055,273.3534241,-48.82266602,214.1131055,2.733534241,2.019113064,-66.04792786,-6.67E-06,1,1,1,GRASS_TREE,0.551697
InstancedFoliageActor|2|2141,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2141,-4881.353027,22515.67188,314.8717346,-48.81353027,225.1567188,3.148717346,4.304793835,72.68805695,-1.12E-05,1,1,1,GRASS_TREE,0.464485
InstancedFoliageActor|2|2142,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2142,-4868.026855,21000.18945,254.9511719,-48.68026855,210.0018945,2.549511719,8.531860352,154.9718475,1.58E-05,1,1,1,GRASS_TREE,0.638751
InstancedFoliageActor|2|2143,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2143,-4786.331543,22126.10156,336.0180752,-47.86331543,221.2610156,3.360180752,6.950482368,-160.75737,5.12E-06,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.546061
InstancedFoliageActor|2|2144,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2144,-4765.230469,22275.23633,333.5549927,-47.65230469,222.7523633,3.335549927,7.785707474,-127.0097351,3.16E-05,1,1,1,GRASS_TREE,0.529508
InstancedFoliageActor|2|2145,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2145,-4740.082031,21391.43555,283.2781677,-47.40082031,213.9143555,2.832781677,0.110970125,-79.71808624,3.37E-07,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.546023
InstancedFoliageActor|2|2146,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2146,-4699.813965,21507.98828,282.4319564,-46.99813965,215.0798828,2.824319564,3.956161022,-26.12354088,1.54E-05,1,1,1,GRASS_TREE,0.448728
InstancedFoliageActor|2|2147,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2147,-4640.900391,21225.05664,287.1879578,-46.40900391,212.2505664,2.871879578,4.229842186,150.6138,-2.56E-06,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.410574
InstancedFoliageActor|2|2148,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2148,-4616.941895,21912.93164,287.93927,-46.16941895,219.1293164,2.8793927,1.972060084,-162.9891052,8.00E-06,1,1,1,GRASS_TREE,0.511215
InstancedFoliageActor|2|2149,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2149,-4599.845703,21170.66992,290.9200495,-45.99845703,211.7066992,2.909200495,8.830264091,70.99428558,-8.54E-07,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.328333
InstancedFoliageActor|2|2150,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2150,-4582.097168,21545.86523,273.7184143,-45.82097168,215.4586523,2.737184143,7.693264484,-42.11487579,-2.86E-05,1,1,1,GRASS_TREE,0.645720
InstancedFoliageActor|2|2151,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2151,-4574.165527,22352.82227,323.0546265,-45.74165527,223.5282227,3.230546265,4.117944241,-83.04590607,1.60E-07,1,1,1,GRASS_TREE,0.684168
InstancedFoliageActor|2|2152,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2152,-4572.967773,21852.79492,276.0692855,-45.72967773,218.5279492,2.760692855,4.120124817,-156.8573151,2.13E-07,1,1,1,GRASS_TREE,0.426874
InstancedFoliageActor|2|2153,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2153,-4545.040039,21604.40039,269.5195313,-45.45040039,216.0440039,2.695195313,7.740291595,148.3238678,-3.93E-05,1,1,1,GRASS_TREE,0.257611
InstancedFoliageActor|2|2154,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2154,-4514.671387,21960.5332,283.2837524,-45.14671387,219.605332,2.832837524,9.087856293,-81.35249329,2.27E-05,1,1,1,GRASS_TREE,0.612973
InstancedFoliageActor|2|2155,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2155,-4499.827637,21268.29688,280.3859558,-44.99827637,212.6829688,2.803859558,3.924922466,-32.84216309,-1.48E-05,1,1,1,GRASS_TREE,0.588149
InstancedFoliageActor|2|2156,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2156,-4468.791016,20995.25977,284.1052551,-44.68791016,209.9525977,2.841052551,2.84739089,141.2970428,2.03E-06,1,1,1,GRASS_TREE,0.553281
InstancedFoliageActor|2|2157,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2157,-4460.87207,21907.91211,277.0588684,-44.6087207,219.0791211,2.770588684,0.790943325,102.5063553,2.21E-06,1,1,1,GRASS_TREE,0.336492
InstancedFoliageActor|2|2158,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2158,-4417.918457,20905.68555,268.9472152,-44.17918457,209.0568555,2.689472152,8.139944077,28.47405052,-9.18E-06,1,1,1,GRASS_TREE,0.243162
InstancedFoliageActor|2|2159,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2159,-4282.589355,21291.92969,273.8773804,-42.82589355,212.9192969,2.738773804,8.84811306,-106.1106949,-2.56E-06,1.059999943,1.059999943,1.059999943,GRASS_TREE,0.823849
InstancedFoliageActor|2|2160,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2160,-4270.621582,22155.43945,292.3522644,-42.70621582,221.5543945,2.923522644,1.227404475,-41.47256088,-2.83E-06,1,1,1,GRASS_TREE,0.515375
InstancedFoliageActor|2|2161,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2161,-4230.227051,21227.38867,271.6062317,-42.30227051,212.2738867,2.716062317,3.203397512,44.18633652,-1.28E-05,1.059999943,1.059999943,1.059999943,GRASS_TREE,0.630704
InstancedFoliageActor|2|2162,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2162,-4224.035645,21534.78125,270.4618835,-42.24035645,215.3478125,2.704618835,3.26063633,115.3218079,-1.88E-05,1,1,1,GRASS_TREE,0.538680
InstancedFoliageActor|2|2163,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2163,-4138.831543,21702.875,277.1582947,-41.38831543,217.02875,2.771582947,8.918554306,90.91714478,3.87E-07,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.616166
InstancedFoliageActor|2|2164,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2164,-4099.867676,21658.71289,276.4970093,-40.99867676,216.5871289,2.764970093,3.251917362,-38.93615723,1.40E-05,1,1,1,GRASS_TREE,0.345477
InstancedFoliageActor|2|2165,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2165,-4097.646973,21059.95703,256.2788391,-40.97646973,210.5995703,2.562788391,9.431509018,117.0683441,-4.48E-05,1,1,1,GRASS_TREE,0.478686
InstancedFoliageActor|2|2166,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2166,-3993.664795,21559.91797,275.3511658,-39.93664795,215.5991797,2.753511658,2.396729946,-163.3050842,9.71E-06,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.333142
InstancedFoliageActor|2|2167,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2167,-3931.020996,21916.72656,270.5563354,-39.31020996,219.1672656,2.705563354,6.812283516,86.28215027,-6.14E-07,1,1,1,GRASS_TREE,0.376056
InstancedFoliageActor|2|2168,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2168,-3854.823975,21745.07813,271.3114101,-38.54823975,217.4507813,2.713114101,4.000201702,-114.7601242,2.20E-05,1,1,1,GRASS_TREE,0.436557
InstancedFoliageActor|2|2169,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2169,-3825.866699,21370.50195,279.5713196,-38.25866699,213.7050195,2.795713196,7.236021519,144.0071106,-4.01E-16,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.260952
InstancedFoliageActor|2|2170,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2170,-3814.292969,21031.72656,257.5023193,-38.14292969,210.3172656,2.575023193,9.967658997,-99.50621033,-4.06E-06,1,1,1,GRASS_TREE,0.476208
InstancedFoliageActor|2|2171,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2171,-3652.050781,21719.17969,278.078125,-36.52050781,217.1917969,2.78078125,0.125292987,-1.170038581,3.88E-19,1,1,1,GRASS_TREE,0.436258
InstancedFoliageActor|2|2172,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2172,-3639.92334,21817.54492,262.5907898,-36.3992334,218.1754492,2.625907898,1.434626698,4.510463238,3.34E-07,1,1,1,GRASS_TREE,0.360206
InstancedFoliageActor|2|2173,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2173,-3555.428223,21266.00586,297.8976746,-35.55428223,212.6600586,2.978976746,3.932727337,51.64675903,1.54E-05,1,1,1,GRASS_TREE,0.528746
InstancedFoliageActor|2|2174,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2174,-8187.866699,39207.01563,-0.036354303,-81.87866699,392.0701563,-0.000363543,9.572463989,-138.6079865,3.67E-05,1,1,1,GRASS_TREE,0.548185
InstancedFoliageActor|2|2175,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2175,-8059.140625,38562.40625,6.362747192,-80.59140625,385.6240625,0.063627472,9.648468018,-15.39628029,-3.29E-05,1,1,1,GRASS_TREE,0.416084
InstancedFoliageActor|2|2176,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2176,-8040.647461,38859.17969,1.620413065,-80.40647461,388.5917969,0.016204131,2.680784464,-12.66072559,-1.03E-05,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.871915
InstancedFoliageActor|2|2177,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2177,-7926.183594,38779.33984,1.429026127,-79.26183594,387.7933984,0.014290261,2.665101051,96.508461,2.67E-07,1,1,1,GRASS_TREE,0.664913
InstancedFoliageActor|2|2178,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2178,-7800.041504,38843.47656,-1.007451534,-78.00041504,388.4347656,-0.010074515,0.888771474,-153.0405121,-1.24E-16,1,1,1,GRASS_TREE,0.729465
InstancedFoliageActor|2|2179,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2179,-7785.075195,39215.30469,-3.006647587,-77.85075195,392.1530469,-0.030066476,3.331913948,31.99600029,1.08E-05,1,1,1,GRASS_TREE,0.497459
InstancedFoliageActor|2|2180,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2180,-7679.733887,39140.45703,-3.160135984,-76.79733887,391.4045703,-0.03160136,8.081880569,119.9486084,2.13E-07,1.059999943,1.059999943,1.059999943,GRASS_TREE,0.692976
InstancedFoliageActor|2|2181,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2181,-7608.189453,39360.71484,-2.999558955,-76.08189453,393.6071484,-0.02999559,4.493391991,-33.54564285,-1.43E-05,1,1,1,GRASS_TREE,0.672492
InstancedFoliageActor|2|2182,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2182,-7573.030762,39646.80469,-2.996222973,-75.73030762,396.4680469,-0.02996223,1.998055816,161.7610931,-5.66E-06,1,1,1,GRASS_TREE,0.387039
InstancedFoliageActor|2|2183,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2183,-7438.689941,39593.30859,-2.986806631,-74.38689941,395.9330859,-0.029868066,4.961373806,-108.8476868,1.07E-06,1,1,1,GRASS_TREE,0.440846
InstancedFoliageActor|2|2184,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2184,-7338.328613,39484.03516,-3.084901571,-73.38328613,394.8403516,-0.030849016,2.959699392,65.66426086,1.07E-05,1.029999971,1.029999971,1.029999971,GRASS_TREE,1.000000
InstancedFoliageActor|2|2185,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2185,-7243.838867,39374.19922,-2.666639805,-72.43838867,393.7419922,-0.026666398,8.347484589,23.80348396,-3.07E-05,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.484205
InstancedFoliageActor|2|2186,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2186,-7188.935059,39331.02734,-1.197668314,-71.88935059,393.3102734,-0.011976683,6.796530247,-59.49430466,1.71E-05,1,1,1,GRASS_TREE,0.627898
InstancedFoliageActor|2|2187,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2187,-7094.726074,39699.79297,-2.997694731,-70.94726074,396.9979297,-0.029976947,0.877755165,76.9274826,-3.42E-06,1,1,1,GRASS_TREE,0.515664
InstancedFoliageActor|2|2188,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2188,-7005.637695,39393.05469,0.145738602,-70.05637695,393.9305469,0.001457386,1.625660539,24.50711632,-6.35E-06,1,1,1,GRASS_TREE,0.683024
InstancedFoliageActor|2|2189,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2189,-6910.465332,39545.19922,-2.992813587,-69.10465332,395.4519922,-0.029928136,3.687173367,158.6912537,8.54E-07,1,1,1,GRASS_TREE,0.390866
InstancedFoliageActor|2|2190,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2190,-3333.658203,33250.85938,54.82445526,-33.33658203,332.5085938,0.548244553,5.894668102,65.78010559,2.11E-05,1,1,1,GRASS_TREE,0.389153
InstancedFoliageActor|2|2191,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2191,-3312.419678,33987.72656,16.93056297,-33.12419678,339.8772656,0.16930563,8.88919735,-147.7931519,4.44E-05,1,1,1,GRASS_TREE,0.731494
InstancedFoliageActor|2|2192,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2192,-3189.828125,33172.63672,50.77784729,-31.89828125,331.7263672,0.507778473,3.106711626,58.96529007,-9.39E-06,1,1,1,GRASS_TREE,0.581765
InstancedFoliageActor|2|2193,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2193,-3149.500732,33318.39453,56.51515198,-31.49500732,333.1839453,0.56515152,8.612059593,111.8412476,-3.56E-05,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.153581
InstancedFoliageActor|2|2194,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2194,-3111.069824,33754.6875,36.45361328,-31.11069824,337.546875,0.364536133,4.263468742,-49.96986771,-6.40E-06,1,1,1,GRASS_TREE,0.553746
InstancedFoliageActor|2|2195,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2195,-3070.038086,33434.87891,61.62398911,-30.70038086,334.3487891,0.616239891,8.545102119,-173.2067566,6.72E-06,1.029999971,1.029999971,1.029999971,GRASS_TREE,0.520885
InstancedFoliageActor|2|2196,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2196,-2995.047852,33743.92188,46.1926651,-29.95047852,337.4392188,0.461926651,2.293996572,154.9778595,2.13E-06,1.059999943,1.059999943,1.059999943,GRASS_TREE,0.663707
InstancedFoliageActor|2|2197,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2197,-2868.350586,33482.14844,55.71375656,-28.68350586,334.8214844,0.557137566,8.643078804,-169.4666138,3.67E-05,1,1,1,GRASS_TREE,0.601369
InstancedFoliageActor|2|2198,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2198,-2850.667969,33934.90625,26.7671051,-28.50667969,339.3490625,0.267671051,6.121240139,-144.600296,1.92E-06,1,1,1,GRASS_TREE,0.604751
InstancedFoliageActor|2|2199,InstancedFoliageActor,2,FoliageInstancedStaticMeshComponent_10,SM_GrassTree_03,/Game/RuralAustralia/StaticMeshes/Vegetation/GrassTree_01/SM_GrassTree_03.SM_GrassTree_03,2199,-2842.9375,33409.15234,46.32831955,-28.429375,334.0915234,0.463283195,8.303219795,-139.6373444,8.54E-07,1,1,1,GRASS_TREE,0.563994
